Data,Rating,Titolo,Testo,Locale,Etichetta
2015-02-03,10,il top della maleducazione e della scortesia,esteticamente il posto è molto carino i piatti del brunch si presentano bene purtroppo la qualità è così e così come del resto le dimensioni delle porzioni per il prezzo che si paga direi che non ci siamo ma la cosa peggiore è la scortesia del personale incluso il responsabile abbiamo cercato di parlare con lui per fare le nostre rimostranze per la musica troppo alte e la qualità del serviziosi è fatto negare ripetutamente e ha preferito rimanere al tavolo a festeggiare con degli amici probabilmente gli affari vanno così bene che ci si può permettere di non dare retta a sette clienti arrabbiati andremo da un altra parte dove ci trattano meglio,concordia,neg
2015-02-02,10,l'eccellenza della maleducazione,le location dei vari locali in città saranno pure carine buone le brioches ma quanto a maleducazione antipatia e idiozia del personale davvero non vi batte nessuno complimenti spero che un numero sempre maggiore di clienti si renda conto della vostra eccellenza e si comporti di conseguenza,concordia,neg
2015-01-26,40,sandwiches e panini molto fantasiosi ed ottimi,ottimo per brunch e per aperitivo per pranzo veloce o take away pizzette panini farciti torte ecc ottima qualità fantasia nel companatico ottimo anche il brownie,concordia,pos
2015-01-25,40,piacevole sorpresa,pandenus per me sinonimo di centrifugati salutari e caffè della domenica pomeriggio si è rivelato molto di più a caccia di un brunch domenicale abbiamo trovato un tavolino per due nel dehor che affaccia su piazza risorgimento brunch ricco selezione pandenus dolci per due brioche confettura cioccolato e pane tostato e proposta salata a scelta fra quattro ottimo rapporto qualità prezzo servizio rapido e personale simpatico suggerimento meglio prenotare e scegliere una giornata di sole perché i tavolini esterni meritano decisamente più rispetto che il locale,concordia,pos
2015-01-25,10,sempre peggio,vado andavo ormai spesso da pandenus a colazione il locale è davvero carino e accogliente peccato per il personale e ultimamente la qualità del cibo nelle ultime settimane ho trovato il caffè davvero imbevibile e con residui dentro e le brioches stoppose la cosa che mi fa più arrabbiare però è il personale la signora alla cassa sempre impeccabilmente scortese il resto dei camerieri e baristi idem stamattina un ragazzo del personale mentre aspettavo il caffè al bancone mi ha urtato passato la scopa sui piedi e neanche detto una parola di scuse i prezzi sono alti un muffin o un brownie a 5 euro ma siete matti personalmente sono stufa di essere trattata così sgarbatamente imparate un po di educazione,concordia,neg
2015-01-25,20,non ci ritorno,drinks davvero ridotti ai minimi termini e arricchiti da tanto ghiaccio in contrapposizione con i prezzi che sono un tantino sopra la media per queste ragioni sicuramente non torneremo più in qusto locale,concordia,neg
2015-01-24,40,buon aperitivo,buon aperitivo vicino il centro di milano aperitivo a buffet a soli 8 con qualsiasi bevanda il sabato è molto affollato bisogna attendere un pochinoda provare,concordia,pos
2015-01-24,40,"buon aperitivo, qualità abbastanza elevata",laperitivo é valido ma poco vario predilige cibi sani e anche frutta e verdura la pizza è molto buona il locale da anche da panificio non si può prenotare quindi consiglio di andarci verso le 19 ok personale é gentilissimo,concordia,pos
2015-01-22,30,originalità e buon gusto,e la prima volta che frequento pandenus anzi proprio ora sono tornato da questo locale e sento la necessità di recensirlo sì perché loriginalità dellarredamento volutamente rustico e per questo piacevole e di buon gusto ho preso un prosecco molto buono servitomi da una gentile e carina signora o signorina bionda il che mi fa supporre che la competenza e la velocità del personale siano da pandenus allaltezza di un locale non grande ma capace di accogliere centinaia di giovani entusiasti e vogliosi di passare un momento di relax in piacevole compagnia quello che più mi ha colpito sono i tavoli esterni al locale che non si limitano a una spartana accoglienza ma deliziano il cliente con piante fiorite e dagli sgargianti colori messi in evidenza da unadeguata illuminazione adeguata ma mai esagerata tutto ciò giustifica la moltitudine di clientela presente certo i prezzi non sono bassissimi comunque adeguati alle caratteristiche notevoli del locale invito pertanto chi ha voglia di non sentirsi solo ma bene accompagnato di fare un salto da pandenus non ne rimarrà deluso,concordia,neg
2015-01-20,20,un po' disorganizzati e scarsi nelle quantità dei drinks vs. prezzo,non essendo prenotabili i tavoli se non per tavoli numerosioccasioni speciali la coda per avere un tavolo è assicurata in estate ancora ancora aspettare fuori in piedima in inverno insomma aspettare fuori non è gradevolese solo si potesse prenotare anziche gestire queste liste di attesa sempre un po confuseanche i tavoli allesterno sono piccoli e lo spazio è sempre sovraffollatogente che per uscire ad andare a prendere il cibo spesso calpesta borse fa cadere sedieil cibo è buono specialmente le loro pizze che sfornano in abbondanza un osservazione però va fatta sulle quantità dei drinks che non sono proprio regalati esspritz con troppo ghiaccio vino mezzo calice scarso mohito spesso annacquato il tutto 8 euroinsomma cè margine di miglioramento anche i ragazzie che servono ai tavoli spesso non sono proprio il massimo della cortesia insomma speriamo in un miglioramento,concordia,neg
2015-01-13,40,tra i migliori 10,lo frequento da poco la colazione e il pranzo sono perfetti brioche calde buone pranzo scelta vasta con fantasia zuppe ottime pizze e panini nella media un po meno l aperitivo,concordia,pos
2015-01-09,10,pensavo di essere su scherzi a parte,aperitivo davvero sorprendente probabilmente anche un canarino avrebbe da ridire sulla quantità e la varietà dellofferta meno male però che ti portano pizza e patatine per compensare peccato che poi te le mettano in conto per 24 euro 2 tranci di pizza insipidi e 10 euro 2 pugni di patatine fritte se mangiavo al ristorante spendevo meno e mangiavo di più veramente incredibile che ci sia qualcuno che ci torna,concordia,neg
2014-12-23,30,pandenus,un locale da aperitivo molto buono anche se un po piccolo il buffet è molto buono ma le pietanze sono poche lanalcolico alla frutta secco era un po poco fantasioso solo succo darancia e ananas anche se buono personale molto gentile,concordia,neg
2014-12-20,50,amichevole,una bellissima atmosfera con un buffet ricco e vario ottimo per laperitivo con cocktail eccellenti buonissima la pizza appena sfornata i ragazzi del bar come i cocktail eccellenti ,concordia,pos
2014-12-12,20,in tutti i pandenus di milano trattano malissimo i clienti,bellatmosfera cibo discreto ottima colazione peccato che in qualsiasi pandenus tu vada a milano ti trattano malissimoci sono ragazzine addestrate come mastini a dirti di no a qualsiasi banale richiesta per non parlare di chi sta dietro al banco un sorriso neppure a pagarlo secondo me hanno ricevuto tutti un brief preciso i clienti non vanno mai accontentati le lamentele sono tante penso di non conoscere una persona che non sia rimasta colpita e irritata da questo aspetto come formula i pandenus hanno avuto uno sviluppo veloce ma se continuano così presto si accorgeranno di come ci si può trovare da un giorno a un altro con le sale vuote quando si accorgeranno che lattenzione e la disponibilita al cliente va messa al primo posto rispetto ai bei quadri sul muro sarà troppo tardi cambiate registro,concordia,neg
2014-12-05,20,deludente,ci sono tornato dopo un anno circa per un aperitivo con amici e la qualità mi sembra decisamente peggiorata rifornimenti scarsi e servizio piuttosto lento prezzi nella norma non lo consiglierei,concordia,neg
2014-11-30,20,attenzione al cliente:zero,oggi abbiamo fatto un brunch con degli amici la qualità dei prodotti serviti nella media niente di eccezionale il servizio buono ma ad un certo un certo punto il volume della musica è stato alzato talmente tanto che si faticava a parlare il fastidio era condiviso anche da altri commensali dei tavoli vicini ho chiesto ad uno dei camerieri se poteva abbassalo ha fatto finta ed ad una mia seconda richiesta i ragazzi mi hanno risposto che non potevano farloquelle erano le indicazioni del responsabile ho chiesto a questo punto di parlare con il responsabile e la risposta è stata  non è possibile parlargli nonostante la mia insistenza non cè stato verso mi è sembrato abbastanza inusuale non poter parlare con un responsabile in un qualsiasi altro paese lattenzione al cliente è al primo posto ed il responsabile si sarebbe palesato immediatamente il locale ha da sempre una scarsa attenzione al cliente ma questa volta ha superato il limite,concordia,neg
2014-11-23,30,molto carino..,non male io locale esteticamente ė molto bello ed elegante sia per la sera che per la colazione cocktail buonjpecche principali sono il fatto che sia sempre pieno sgabelli scomodi tempo di attesa e poca accoglienza,concordia,neg
2014-11-21,40,bel posto bellissimo ambiente,un apericena stupendo soprattutto per le persone che lo frequentano in prima serata diventa un bel ritrovo per persone di tutte le etàlaperitivo ha un costo medioil cibo è di ottima qualitache punta molto su prodotti da forno come pizze e focacce che sfornato caldo diventa eccellente da vedere,concordia,pos
2014-11-17,40,peccato per il costo!,spettacolare la scelta e la varietà di stuzzichini offerta per laperitivo per lhappy hour milanese è il top unica pecca è il costorispetto a molti altri con un servizio simile non si contiene nei prezzi vista la concorrenza dovrebbero rivedere un pò il listino,concordia,pos
2014-11-13,20,magari ci fosse stato il pane alle noci!,vi sono stata sabato scorso per laperitivo con una decina di amici prenotato con largo anticipo un tavolo per le 8 sono riusciti a liberarcene uno non prima delle 820 i posti non bastavano e abbiamo dovuto stringerci alla buona chiedendo qualche sgabello in più per ordinare da bere abbiamo dovuto aspettare almeno un altro quarto dora i cocktail sono di media qualità il buffet è decisamente sottodimensionato rispetto alle necessità poche cose anche se buone sempre finite e in perenne attesa di essere rinnovate sul bancone le persone sono costrette a far la posta in piedi pur di trovare qualcosa se avete fama di avere ottimi prodotti da forno e vi chiamate pure pandenus allungate il braccino e rimpolpate un po questo bancone,concordia,neg
2014-11-10,10,una truffa,90 euro per 9 aperitivi in pausa pranzoe non erano calici di champagnema spritz e vino rosso ci vuole del gran coraggio a far pagare 10 euro a testa per aver portato al tavolo due pizzette minuscole vergogna,concordia,neg
2014-11-08,20,carino ma fa acqua (a 8 euro),aperitivo rinforzato in un posto alla moda ambiente gradevole ma con spazi ridotti allosso meglio lesterno buffet buonino ma scelta minima pizza su richiesta niente male ma lacqua  filtrata del rubinetto  a 8 euro fa venir voglia di chiamare la forza pubblica ,concordia,neg
2014-11-05,40,uno tra i bar piu belli di milano,non capisco tutti i commenti negativi i prodotti sono speciali c e tutto colazione pranzo merenda aperitivo cena cioccolati il locale pulito curato c e sempre un sacco di gente anche a me spesso e toccato aspettare ma ne vale la pene lo stra consiglio,concordia,pos
2014-10-30,10,delusione,mi avevano tanto decantato questo locale che ho deciso di provarlo con una mia amica per laperitivo larredamento è molto carino ma i tavoli sono appiccicati sia dentro che fuori non ci sono quasi sedie ma sgabello e quindi si presenta il problema del dove metto la giacca e la borsa il buffet molto povero unico punto a favore un cameriere molto gentile direi che non ci tornerò,concordia,neg
2014-10-29,30,declino,pandenus è uno dei miei posti preferiti a milano ci vado quasi ogni settimana colazione brunch aperitivo dopo cena dieci giorni fa avevo ospiti a casa e domenica mattina ho pensato di portarli a fare colazione al pandenus decantandolo tanto invece delusione tremenda ci siamo seduti sono venuti a prendere lordinazione dopo più di dieci minuti abbiamo chiesto 3 cappucci 3 brioches e un succo di frutta dopo più di venti minuti non era arrivato nulla abbiamo chiesto ai camerieri e fatto presente che avevamo fretta perché cera un treno in partenza ci è stato assicurato 2 volte che saremmo stati serviti subito ma nulla lultima volta che abbiamo chiesto ci hanno detto che la nostra ordinazione era la prima in lista eppure abbiamo visto passare molti caffè cappucci etc dopo 50 minuti ci siamo alzati e ce ne siamo andati senza che nemmeno ci portassero le brioches che ovviamente erano pronte e in esposizione nemmeno una scusa e una sgradevolissima sensazione di essere presi in giro quanto ci vuole a fare 3 cappucci 5 minuti al massimo direi le brioches cerano già do un voto intermedio solo perché altre volte mi sono trovata bene anche se unaltra pecca inaccettabile del locale è che se si telefona dicono sempre che non accettano prenotazioni salvo poi arrivare lì e trovare tavoli col cartellino riservato,concordia,neg
2014-10-19,10,che sta accadendo?,frequento il pandenus da anni e credo seguiterò a frequentarlo almeno per un po  ma una registrata generale e sostanziale la dovete dare è nel vostro interesse avendo una buona base di clienti  fatti accaduti durante la colazione di stamattina  1 come sempre entri e devi tu chiedere al personale come e dove sederti no ragazzi dovrebbe essere il contrario dovreste voi salutare ed accogliere i clienti  2 ci accomodiamo al tavolo che viene liberato ma lasciato sporco state scherzando abbiamo chiesto noi che venisse pulito a gentile richiesta non esiste  3 tempo di attesa per due brioches una spremuta e due cappuccini 25 minuti sollecitati 3 volte state scherzando  4 al sollecito e alla richiesta di chiarimenti sulle cause dellattesa è stato risposto il locale è pieno ah adesso il problema sono i clienti state scherzando parliamo di servire un cappuccino e una brioches dal bancone non parliamo di un risotto mantecato ai porcini  5 la spremuta conteneva di tutto semi bucce filamenti vari mancava solo il ramo della pianta state nuovamente scherzando  riassumiamo il locale merita è una formula vincente ma così lo uccidete non è un peccato  più professionalità e igiene  grazie  ps 1  consiglio anche un corso cepu di sorrisi e pubbliche relazioni al personale della cassa  ps 2  i battibecchi del personale vanno evitati di fronte ai clienti che non sono minimamente interessati ai problemi altrui,concordia,neg
2014-10-17,50,aperitivo vivace e gustoso!,ho avuto modo di provare questo locale per un aperitivo una domenica sera e ne sono rimasta piacevolmente colpita latmosfera e vivace e calorosa ottimi i cocktail e il buffet la pizza poi merita davvero viene sfornata continuamente durante la serata da provare sicuramente tornero magari per il brunch,concordia,pos
2014-10-13,40,"buoni cocktail, buffet interessante",pandenus è una garanzia quando volete bere bene e il buffet dellhappy hour è ricco e ha questa pizza che adesso potete avere anche da asporto sfornata in continuazione e decisamente più buona della media la location di piazza risorgimento è più comoda di quella di tadino ben frequentata e piacevole peccato per la chiusura il sabato sera a mezzanotte e mezza,concordia,pos
2014-10-10,30,ambiente carino,bel posto per un aperitivo senza particolari pretese bella atmosfera e i farinacei sono gustosi a pranzo è difficile trovare posto perchè è sempre pieno prezzi un pò troppo alti per lofferta,concordia,neg
2014-10-08,50,uno dei migliori brunch,penso che pandenus faccia uno dei migliori brunch di milano raramente mi sbilancio visto che sono abituata ai brunch americani e qui non ho ancora trovato nulla che li pareggi ma da pandenus la qualità e ottima anche la mis en place che vuole sempre la sua parte è delle migliori lofferta è varia e allettante amo pandenus anche per laperitivo vado spesso in quello di largo la foppa e trovo sia ottimo per drink e cibo,concordia,pos
2014-10-05,10,bah,uno dei locali più sopravvalutati di milano sicuramente sconsigliato per chi vuole scoprire lanima cosmopolita della città dato il carattere provinciale del posto non si capisce perché molti vengano qui pensando di frequentare un posto giusto innanzitutto larredamento è carino ma non si distingue da molti altri e non riesce a caratterizzare il locale il servizio non lho trovato scortese ma disorganizzato i quattro camerieri inesperti erano alle prese con un brunch più grande di loro la qualità degli ingredienti buona ma chi li ha preparati e combinati nel piatto non doveva essere troppo ispirato nonostante i cinquanta minuti di attesa infine il succo al posto della spremuta è stato ciò che ha creato un vero attimo dimbarazzo per chi era al tavolo con me,concordia,neg
2014-09-26,10,scortesia inaccettabile,in data odierna mi sono recata al pandenus per pranzare con 3 amiche e una neonata in carrozzina e ho chiesto di avere un tavolo allesterno dopo aver atteso oltre venti minuti in piedi al sole con la carrozzina il proprietario ha deciso di far accomodare altre persone arrivate dopo al tavolo che stavo aspettando 3 signore arrivate molto dopo di me che volevano un tavolo più spazioso di quello che era stato loro assegnato quando sono andata a protestare il proprietario si è giustificato dicendo che le mie amiche non erano ancora arrivatecosa non vera poichè stavano aspettando con me e non si è neanche scusato per la scortesia estrema dimostrata se questa è la gentilezza che dimostra nei confronti di una giovane madre stia pur certo che io e tutte le mie amiche che abitano in zona non frequenteremo più il suo locale,concordia,neg
2014-09-21,40,aperitivando,locale molto carino e non molto affollato se si va di domenica laperitivo é a buffet qualitá del cibo buona ma in quantitá molto poca nn cè molta scelta e giá alle 2015 era quasi tutto finito coktail buoni consigliato,concordia,pos
2014-09-07,30,"buono, probabilmente torneremo",carino il brunch in questo locale anche se ammetto che si tratta di un vero e proprio pranzo a menù visto le quantità di cibo e lofferta personalmente ho preso un menù con hamburger patatine uova e succo di frutta come detto il pasto é abbondante e buono prezzo un po altino per il menù 20 ma comunque in linea con altri locali di tendenza a ora di pranzo torneremo credo,concordia,neg
2014-09-04,40,piccolo cambiamento,lavoro vicino a questo bar in piazza risorgimento quindi faccio colazione e pranzo spesso e quando resto a milano anche all aperitivo quindi un cliente ideale ma purtroppo non avevo avuto mai nessuna attenzione anzi  ma da un po di tempo tutto e cambiato dalle pizze e pizzette alle composizioni sul bancone e anche il servizio  ma bastava così poco o forse erano in tanti a non andare piu in questo bar,concordia,pos
2014-09-01,40,aperitivo e oltre...,pausa aperitivo piacevole in questo locale anche se di rigore un po affollato un buffet non pantagruelico ma di qualità cosa che preferisco si spazia dai panificati che sono davvero ottimi tra cui pizze con diverse farciture basse alte tonde o a tranci ai piatti caldi per arrivare alle più salutistiche cruditès strano ma vero si beve anche bene per quanto riguarda il servizio niente da dire magari qualche sorriso in più non guasterebbe pizza anche da asporto da ricordare,concordia,pos
2014-08-27,40,wow,che diretutto strabuonofocacce pizze pane aperitivi da provare se vi trovate in zonatavoli al aperto,concordia,pos
2014-08-08,40,pausa pranzo piacevole,spesso mi sono fermata con le colleghe in pausa pranzo e tra piatti preparati al momento focacce pizzette brioches salate centrifugati e frutta fresca cè sempre limbarazzo della sceltacerto per una come me che viene dal paesello la clientela è molto da puzza sotto il nasoma abbiamo sempre trovato cortesia e simpatia nel personale oltre che rapidità del servizio provato il cous cous pasta gamberi e zucchine porzioni abbondanti e gusto soddisfacente sempre vasta scelta anche di piatti freddi tipo insalatone e vitello tonnato per noi tappa fissa x una pausa dal lavoro  cè anche una parete allestita da minimarket con prodotti bio ricercati,concordia,pos
2014-08-08,30,carino per un aperitivo intimo,finalmente dopo varie volte passata davanti a questo locale laltra sera ho deciso di entrare e fermarmi per un apertivo premettendo che dicono di non accettare prenotazioni per meno di 10 persone ma poi ho visto un tavolo per due con scritto riservato vi consiglio di arrivare abbastanza presto se volete trovare un tavolo soprattutto nel dehor noi siamo arrivati presto e ci hanno fatto accomodare fuori ma già alle 1930 cera la fila per aggiudicarsi un tavolino a parte questo devo dire che mi sono trovata bene la qualità del cibo è buona anzi le varie pizze e focacce sono servite calde e molto appetitose magari non cè una vasta scelta solo pizzette focacce e del cous cous o riso con verdure più altri due stuzzichini però per un semplice aperitivo ci sta inoltre cosa da me molto gradita fanno le centrifughe che si possono ordinare al posto del cocktail tornerò sicuramente magari a provare il brunch,concordia,neg
2014-08-05,10,ma chi vi credete di essere????,il posto è molto carino e ha dato un certo smalto alla piazza ma signori miei la maleducazione del personale i prezzi delle consumazioni la puzza sotto il naso dei clienti e la mancanza di posto sono davvero quanto di peggio vi possa capitare di sperimentare a milano io non ci andrò mai più,concordia,neg
2014-08-04,30,peccato per il caos organizzativo,la location è molto valida ha contribuito a far rinascere la piazza si mangia molto bene ottimo il brunch e discreti gli aperitivi normali le colazioni buona la carta dei vini ma non si capisce cosa si deve fare per prenotare il personale da delle informazioni molto confuse e in contrasto se arrivi e vedi i tavoli liberi sono tutti riservati se vuoi un tavolo per 4 ti danno un tavolo per 2 in breve se fosse meglio organizzato e con del personale più efficiente sarebbe un gran bel posto andateci e sperate di essere fortunati oppure tenete pronta unalternativa il prezzo è un po alto,concordia,neg
2014-08-03,20,da milanese di zona...sconsiglio!,già testato più volte per laperitivo la location è ottima e la frequentazione è di tutto rispetto tutti i migliori bauscetta di milano dai 25 ai 50  peccato che appena arrivi nessuno ti consideri e spesso ti rispondono scocciati ma il loro meglio lo offrono nel brunch del sabato a parte i poveri camerieri che cercano di salvare la situazione 1 la selezione pandenus  un mucchio di pane con marmellata servito e tolto prima del piatto salato 2 ci hanno servito i piatti senza le modifiche richieste e con alcuni errori rispetto al menula rispostaci dispiace il piatto è così 3 il toast secondo il pandenus sono due 12 fette di pancarrè scaldate peccato che le stesse fette in altro menù vengono chiamate correttamente pane tostato  ragazzi il locale sarebbe giusto ma forse con altra gestione,concordia,neg
2014-08-03,10,pandemonio in centro città!,sono stata ieri per il brunch in questo localino con mio marito davvero carino e ben dislocato peccato per il servizio dopo aver ordinato 2 tipi di brunch diversi e personalizzati arrivano entrambi sbagliati e senza alcuna proporzione il mio scarso senza alcuni componenti e laltro con più sostanza ma anchesso con qualche parte in meno il conto però naturalmente invariato complimenti e per finire ciliegina sulla torta scene da film uno dei gestori probabilmente visto il cipiglio manageriale che molto gentilmente accompagna via dal dehors un mendicante innocuo con spintone finale che tristezza a mai più mio caro pandenus,concordia,neg
2014-08-02,30,locale nella media,locale nella media ben posizionato e con tavoli allaperto 8 per un cocktail fuori dallorario aperitivo forse sono un po tanti,concordia,neg
2014-07-23,30,insomma,il locale è molto carino come anche il personale io sono stato per laperitivo e il vino buono ma da mangiare così così i tavoli fuori sono poco invitanti in quanto tutti vicinissimi un po claustrofobico,concordia,neg
2014-07-17,10,delusione,avevo letto un articolo sui migliori aperitivi di milano e questo locale era addirittura al primo posto incuriosita lho provato con due amiche ma purtroppo siamo rimaste molto deluse il locale era troppo affollato e ci siamo messe in coda per un tavolo da tre abbiamo aspettato 3 quarti dora prima di sederci e abbiamo notato che persone arrivate dopo di noi si sono accomodate prima dopo aver calorosamente salutato il personale evidentemente eravamo clienti di serie b quando si è finalmente liberato il tavolo per noi era da due posti e non ci è stata portata la terza sedia in più dopo aver preso in autonomia uno sgabello da un altro tavolo che nel frattempo si era liberato siamo state anche sgridate per aver spaiato quel tavoloil buffet era scarso e neanche di qualità eccezionale il cocktail buono ma in un bicchiere più piccolo del solito insomma esperienza da non replicare,concordia,neg
2014-07-03,20,senza un briciolo di testa come se...,si potesse vivere di rendita di una formula iniziale certamente azzeccata e ben costruita  entro al pandenus di corso concordia 4 persone dietro il bancone e nessuna che saluta né ti fa accomodare ciò accade dopo qualche minuto quasi fossi lì per caso  noto tavoli sparecchiati ma lasciati sporchi di briciole e quantaltro questo non trasmette un senso di cura e pulizia  mi siedo ed aspetto molti minuti prima che nuovamente un cameriere realizzi che forse devo ordinare  ciò mentre i membri del personale chiacchierano spassosamente tra di loro poco professionale  finalmente ordino una ceaser salad che arriva in tempo breve peccato che sia spolverata di parmigiano grattuggiato invece che di scaglie ma quando mai si è visto  naturalmente nessuno sorride durante il servizio e non solo con me in generale  tra i condimenti noto la saliera in plexi vistosamente rotta  a corollario una bella composizione di fiori freschi freschi no appassiti  piuttosto nulla  la cassa non funzionava può succedere e non dubito nella buona fede  ma una ricevuta a mano la puoi benissimo fare non la devo chiedere  il giudizio complessivo è negativo ma il posto potenzialmente è bello  forza con poco potreste essere molto meglio,concordia,neg
2014-06-30,40,brunch domenicale,e la seconda volta che torno in questo locale per il brunch domenicale personale gentilissimo e prenotazione telefonica molto semplice anche al telefono il personale è molto gentile  il locale mette a disposizione 4 diversi tipi di menù per il brunch solo sabato e domenica e sono tutti molto buoni e sostanziosi oltre ad un menù bambini anche la presentazione è molto curata e soddisfa locchio  prezzi non proprio popolari da provare,concordia,pos
2014-06-28,40,devo ammettere che è valido,dopo un periodo di riluttanza a causa della gente che lo frequenta poco nelle mie corde devo dire che ci vado spesso per colazione o pranzo e mi trovo bene i piatti variano spesso e sono buoni anche se un po cari le brioches sono buone le torte anche i panini originali e buoni in estate centrifughe e bicchieroni di frutta completano lofferta non ti regalano nulla sia chiaro ma per lo meno la qualità è al di sopra della media lambiente è molto gradevole i camerieri ecco i camerieri sono la pecca forse perché sono pochi ma il servizio è lentissimo adesso è arrivata una ragazza bruna che coordina il bar che sembra faccia filare tutti molto bene spero in un miglioramento ad ogni modo lo considero più un bar che un ristorante,concordia,pos
2014-06-28,40,continua a piacermi!,pandenus continua ad essere uno dei miei posti preferiti dove far colazione per un insieme di fattori il posto sicuramente soprattutto quando fa caldo e puoi sederti fuori  e piazza risorgimento a me piace molto  le centrifughe di frutta e verdura buonissime latmosfera rilassata che si respira brioche buone si ce ne sono di migliori ma a me queste piacciono e idem la caffetteria  mi incuriosisce il brunch che non ho ancora avuto occasione di provare,concordia,pos
2014-06-21,10,tanto fumo...,locale molto affollato buffet molto ma molto scarso personale assolutamente impreparato e questo vale anche per la pausa pranzo in una città come milano si trova di meglio allo stesso prezzo,concordia,neg
2014-06-18,20,un po' troppo rigidi per i miei gusti,sono stato al pandenus più di una volta solitamente per prendere qualcosa da portar via quindi già conoscevo i prezzi alti del locale un paio di settimane fa ho provato anche laperitivo e sono rimasto abb deluso eravamo in tre e il cameriere ci ha fatto sedere in un tavolo da due senza un lato libero per una terza sedia perchè quelle erano le regole ho provato ad ordinare una centrifuga alle 18 e 15 ma non mi è stato possibile perchè dalle 18 non si servono più centrifughe ho chiesto una bottiglietta dacqua e mi hanno risposto che lavrei pagata 8 euro perchè era orario aperitivo insomma capisco che ci siano delle regole ma un minimo di flessibilità cè di meglio,concordia,neg
2014-06-13,40,puoi fare a meno della cena,prezzo accettabile aperitivi a 678 euro location comoda i locali sono spesso sovraffollati e questo è lunica nota dolente ideale per over 30 cortesia del personale e un buffet vario e gustoso e abbondante che ti consente di saltare la cena senza riempirti di schifezze,concordia,pos
2014-06-11,10,mai più!,che delusione ci sono venuto a pranzo avendo visto quanto era bello e curato il locale ci fanno scegliere il tavolo tra dentro e fuori visto il caldo stiamo dentro che cera laria condizionata subito mi metto ad ammirare come sia bello questo locale veramente curato una ragazza prende le ordinazioni senza sorridere troppo un panino alle noci con il crudo zucchine e fichi veramente buono e un vitello tonnato fa il secondo giro e porta masticando un pezzo di pane una caprese con la mozzarella di bufala accompagnata da pomodori e una melanzana ottima la presentazione il vitello tonnato si rivela abbastanza buono la bufala mi ha fatto rimpiangere di aver fatto quella ordinazione sembrava di mangiare un chiungam senza sapore per di più veramente deluso dal piatto decidiamo di prendere il caffè cè lo porta un ragazzo alto rosso di capelli che si rivela una persona simpatica tutti le persone del servizio sono tra di loro che ridono e scherzano e questo lo trovo molto positivo ma quando ci alziamo per andare a pagare salutiamo e non riceviamo nessuna risposta se non dal ragazzo alto alla cassa cè una signora che nemmeno ci degna di uno sguardo conto 35 solo unacqua veramente caro visto il cibo per di più la cassiera quando stampa lo scontrino lo butta di lato della cassa ripeto lo butta dove io avevo già la mano aperta per prenderlo la guardo come per dirle che non è molto educata ma non alza nemmeno lo sguardo ci congeda con un salve detto in una maniera scocciata veramente impressionati usciamo dal locale per dirci che non torneremo mai più la scortesia e una cosa che proprio non si può sopportare oltre tutto pagato caro visto cosa abbiamo mangiato scusate se vi abbiamo disturbato venendo a mangiare da voi non capiterà più di certo,concordia,neg
2014-06-06,20,il locale col peggior servizio di milano,ho frequentato più volte il pandenus di corso concordia a milano sempre durante il break di pranzo al di la del locale onestamente carino e funzionale ho sempre riscontrato una scarsa attenzione da parte delle cameriere nei confronti del cliente ci sono tornato più volte semplicemente perché il gazebo allesterno e le vetrate spalancate danno al locale unaria molto piacevole dal punto di vista ambientale oggi pero lassoluta mancanza di attenzione ha superato ogni limite con unordinazione attesa per più di 20 minuti un piatto preconfezionato da riscaldare al microonde  completamente persa nei meandri del disinteresse della cameriera di turno se non chiedevamo lumi saremmo ancora li ad aspettare sta di fatto che lordinazione richiesta oggi o era finita o non era prevista e la cameriera non si e minimamente sentita di avvertire il cliente il piatto proposto in sostituzione veniva quindi servito ad un tavolo occupato almeno 10 minuti dopo di noi dopo limmancabile rimostranza e discussione associata ce ne siamo andati senza consumare quanto ordinato e senza pagare quanto fino al momento consumato per lo meno hanno capito che cera stata una grave mancanza di attenzione tanto e vero che la cameriera ci ha lasciati andare strappando la comanda buon segno potrebbe dire qualcunoed e veroma lesperienza non ha fatto altro che confermare che la mancanza di attenzione e professionalita da parte delle cameriere non ha fatto altro che confermare esperienze precedenti locale con caratteristiche ambientali positive da evitare per il servizio ripetutamente negativo,concordia,neg
2014-06-06,30,un sorriso in più non guasta,il locale è davvero carino alla moda e con alcuni tavolini un po sacrificati allaperto ma qui in questa zona lo spazio sui marciapiedi è davvero striminzito quindi è plausibile trovare dei micro tavolini appiccicati uno allaltro la qualità è buona forse il salato è un po pesantino da digerire però ci sta un po altino coi prezzi ma anche questo ci può stare quello che ci sta poco sono i pochi sorrisi del personale vanno un po col timer a volte si e a volte un po meno va beh,concordia,neg
